Id,Prediction
0,3269017.3724721107
1,3269017.3724721107
2,3269017.3724721107
3,3269017.3724721107
4,3269017.3724721107
5,3269017.3724721107
6,3269017.3724721107
7,3269017.3724721107
8,3269017.3724721107
9,3269017.3724721107
10,3269017.3724721107
11,3269017.3724721107
12,3269017.3724721107
13,3269017.3724721107
14,3269017.3724721107
15,3269017.3724721107
16,3269017.3724721107
17,3269017.3724721107
18,3269017.3724721107
19,3269017.3724721107
20,3269017.3724721107
21,3269017.3724721107
22,3269017.3724721107
23,3269017.3724721107
24,3269017.3724721107
25,3269017.3724721107
26,3269017.3724721107
27,3269017.3724721107
28,3269017.3724721107
29,3269017.3724721107
30,3269017.3724721107
31,3269017.3724721107
32,3269017.3724721107
33,3269017.3724721107
34,3269017.3724721107
35,3269017.3724721107
36,3269017.3724721107
37,3269017.3724721107
38,3269017.3724721107
39,3269017.3724721107
40,3269017.3724721107
41,3269017.3724721107
42,3269017.3724721107
43,3269017.3724721107
44,3269017.3724721107
45,3269017.3724721107
46,3269017.3724721107
47,3269017.3724721107
48,3269017.3724721107
49,3269017.3724721107
50,3269017.3724721107
51,3269017.3724721107
52,3269017.3724721107
53,3269017.3724721107
54,3269017.3724721107
55,3269017.3724721107
56,3269017.3724721107
57,3269017.3724721107
58,3269017.3724721107
59,3269017.3724721107
60,3269017.3724721107
61,3269017.3724721107
62,3269017.3724721107
63,3269017.3724721107
64,3269017.3724721107
65,3269017.3724721107
66,3269017.3724721107
67,3269017.3724721107
68,3269017.3724721107
69,3269017.3724721107
70,3269017.3724721107
71,3269017.3724721107
72,3269017.3724721107
73,3269017.3724721107
74,3269017.3724721107
75,3269017.3724721107
76,3269017.3724721107
77,3269017.3724721107
78,3269017.3724721107
79,3269017.3724721107
80,3269017.3724721107
81,3269017.3724721107
82,3269017.3724721107
83,3269017.3724721107
84,3269017.3724721107
85,3269017.3724721107
86,3269017.3724721107
87,3269017.3724721107
88,3269017.3724721107
89,3269017.3724721107
90,3269017.3724721107
91,3269017.3724721107
92,3269017.3724721107
93,3269017.3724721107
94,3269017.3724721107
95,3269017.3724721107
96,3269017.3724721107
97,3269017.3724721107
98,3269017.3724721107
99,3269017.3724721107
100,3269017.3724721107
101,3269017.3724721107
102,3269017.3724721107
103,3269017.3724721107
104,3269017.3724721107
105,3269017.3724721107
106,3269017.3724721107
107,3269017.3724721107
108,3269017.3724721107
109,3269017.3724721107
110,3269017.3724721107
111,3269017.3724721107
112,3269017.3724721107
113,3269017.3724721107
114,3269017.3724721107
115,3269017.3724721107
116,3269017.3724721107
117,3269017.3724721107
118,3269017.3724721107
119,3269017.3724721107
120,3269017.3724721107
121,3269017.3724721107
122,3269017.3724721107
123,3269017.3724721107
124,3269017.3724721107
125,3269017.3724721107
126,3269017.3724721107
127,3269017.3724721107
128,3269017.3724721107
129,3269017.3724721107
130,3269017.3724721107
131,3269017.3724721107
132,3269017.3724721107
133,3269017.3724721107
134,3269017.3724721107
135,3269017.3724721107
136,3269017.3724721107
137,3269017.3724721107
138,3269017.3724721107
139,3269017.3724721107
140,3269017.3724721107
141,3269017.3724721107
142,3269017.3724721107
143,3269017.3724721107
144,3269017.3724721107
145,3269017.3724721107
146,3269017.3724721107
147,3269017.3724721107
148,3269017.3724721107
149,3269017.3724721107
150,3269017.3724721107
151,3269017.3724721107
152,3269017.3724721107
153,3269017.3724721107
154,3269017.3724721107
155,3269017.3724721107
156,3269017.3724721107
157,3269017.3724721107
158,3269017.3724721107
159,3269017.3724721107
160,3269017.3724721107
161,3269017.3724721107
162,3269017.3724721107
163,3269017.3724721107
164,3269017.3724721107
165,3269017.3724721107
166,3269017.3724721107
167,3269017.3724721107
168,3269017.3724721107
169,3269017.3724721107
170,3269017.3724721107
171,3269017.3724721107
172,3269017.3724721107
173,3269017.3724721107
174,3269017.3724721107
175,3269017.3724721107
176,3269017.3724721107
177,3269017.3724721107
178,3269017.3724721107
179,3269017.3724721107
180,3269017.3724721107
181,3269017.3724721107
182,3269017.3724721107
183,3269017.3724721107
184,3269017.3724721107
185,3269017.3724721107
186,3269017.3724721107
187,3269017.3724721107
188,3269017.3724721107
189,3269017.3724721107
190,3269017.3724721107
191,3269017.3724721107
